radius ,lambda,r/ lambda,Theta (incident angle),Background1 RI,Backgrnd2 RI,Ri1 of particle 1,Loss1 of particle 1,Kai1 of particle 1,Ri2 of particle 2,Loss2 of particle 2,Kai2 of particle 2,Ri3 of particle 3,Loss3 of particle 3,Kai3 of particle 3,Force F1,Force F2,Force F3,Class Label
100,603,0.165837479,30,1.33,1.33,0.97112,1.8737,0,0.97112,1.8737,0,0.97112,1.8737,0,push,push,push,Negative Class
100,604,0.165562914,30,1.33,1.33,0.88712,1.9233,0,0.88712,1.9233,0,0.88712,1.9233,0,push,push,push,Negative Class
100,605,0.165289256,30,1.33,1.33,0.80312,1.9729,0,0.80312,1.9729,0,0.80312,1.9729,0,push,push,push,Negative Class
100,606,0.165016502,30,1.33,1.33,0.71912,2.225,0,0.71912,2.225,0,0.71912,2.225,0,push,push,push,Negative Class
100,607,0.164744646,30,1.33,1.33,0.63512,2.0721,0,0.63512,2.0721,0,0.63512,2.0721,0,push,push,push,Negative Class
100,608,0.164473684,30,1.33,1.33,0.59188,2.1364,0,0.59188,2.1364,0,0.59188,2.1364,0,push,push,push,Negative Class
100,609,0.164203612,30,1.33,1.33,0.55758,2.2039,0,0.55758,2.2039,0,0.55758,2.2039,0,push,push,push,Negative Class
100,610,0.163934426,30,1.33,1.33,0.52329,2.2714,0,0.52329,2.2714,0,0.52329,2.2714,0,push,push,push,Negative Class
100,611,0.163666121,30,1.33,1.33,0.48899,2.3389,0,0.48899,2.3389,0,0.48899,2.3389,0,push,push,push,Negative Class
100,612,0.163398693,30,1.33,1.33,0.45469,2.4064,0,0.45469,2.4064,0,0.45469,2.4064,0,push,push,push,Negative Class
100,613,0.163132137,30,1.33,1.33,0.42415,2.4721,0,0.42415,2.4721,0,0.42415,2.4721,0,push,push,push,Negative Class
100,614,0.16286645,30,1.33,1.33,0.40325,2.5329,0,0.40325,2.5329,0,0.40325,2.5329,0,push,push,push,Negative Class
100,615,0.162601626,30,1.33,1.33,0.38236,2.5938,0,0.38236,2.5938,0,0.38236,2.5938,0,push,push,push,Negative Class
100,616,0.162337662,30,1.33,1.33,0.36146,2.6547,0,0.36146,2.6547,0,0.36146,2.6547,0,push,push,push,Negative Class
100,617,0.162074554,30,1.33,1.33,0.34057,2.7156,0,0.34057,2.7156,0,0.34057,2.7156,0,push,push,push,Negative Class
100,618,0.161812298,30,1.33,1.33,0.31967,2.7765,0,0.31967,2.7765,0,0.31967,2.7765,0,push,push,push,Negative Class
100,619,0.161550889,30,1.33,1.33,0.29878,2.8374,0,0.29878,2.8374,0,0.29878,2.8374,0,push,push,push,Negative Class
100,620,0.161290323,30,1.33,1.33,2.8331,2.8972,0,2.8331,2.8972,0,2.8331,2.8972,0,push,push,push,Negative Class
100,621,0.161030596,30,1.33,1.33,0.27179,2.9561,0,0.27179,2.9561,0,0.27179,2.9561,0,push,push,push,Negative Class
100,622,0.160771704,30,1.33,1.33,0.325,7.5542,0,0.325,7.5542,0,0.325,7.5542,0,push,push,push,Negative Class
100,623,0.160513644,30,1.33,1.33,0.26026,3.015,0,0.26026,3.015,0,0.26026,3.015,0,push,push,push,Negative Class
100,624,0.16025641,30,1.33,1.33,0.2372,3.1329,0,0.2372,3.1329,0,0.2372,3.1329,0,push,push,push,Negative Class
100,625,0.16,30,1.33,1.33,0.22568,3.1919,0,0.22568,3.1919,0,0.22568,3.1919,0,push,push,push,Negative Class
100,626,0.159744409,30,1.33,1.33,0.71912,2.225,0,0.71912,2.225,0,0.71912,2.225,0,push,push,push,Negative Class
100,627,0.159489633,30,1.33,1.33,0.63512,2.0721,0,0.63512,2.0721,0,0.63512,2.0721,0,push,push,push,Negative Class
100,628,0.159235669,30,1.33,1.33,0.59188,2.1364,0,0.59188,2.1364,0,0.59188,2.1364,0,push,push,push,Negative Class
100,629,0.158982512,30,1.33,1.33,0.55758,2.2039,0,0.55758,2.2039,0,0.55758,2.2039,0,push,push,push,Negative Class
100,630,0.158730159,30,1.33,1.33,0.52329,2.2714,0,0.52329,2.2714,0,0.52329,2.2714,0,push,push,push,Negative Class
100,631,0.158478605,30,1.33,1.33,0.48899,2.3389,0,0.48899,2.3389,0,0.48899,2.3389,0,push,push,push,Negative Class
100,632,0.158227848,30,1.33,1.33,0.45469,2.4064,0,0.45469,2.4064,0,0.45469,2.4064,0,push,push,push,Negative Class
100,633,0.157977883,30,1.33,1.33,0.42415,2.4721,0,0.42415,2.4721,0,0.42415,2.4721,0,push,push,push,Negative Class
100,634,0.157728707,30,1.33,1.33,0.40325,2.5329,0,0.40325,2.5329,0,0.40325,2.5329,0,push,push,push,Negative Class
100,635,0.157480315,30,1.33,1.33,0.38236,2.5938,0,0.38236,2.5938,0,0.38236,2.5938,0,push,push,push,Negative Class
100,636,0.157232704,30,1.33,1.33,0.36146,2.6547,0,0.36146,2.6547,0,0.36146,2.6547,0,push,push,push,Negative Class
100,637,0.156985871,30,1.33,1.33,0.34057,2.7156,0,0.34057,2.7156,0,0.34057,2.7156,0,push,push,push,Negative Class
100,638,0.156739812,30,1.33,1.33,0.31967,2.7765,0,0.31967,2.7765,0,0.31967,2.7765,0,push,push,push,Negative Class
100,639,0.156494523,30,1.33,1.33,0.29878,2.8374,0,0.29878,2.8374,0,0.29878,2.8374,0,push,push,push,Negative Class
100,640,0.15625,30,1.33,1.33,2.8331,2.8972,0,2.8331,2.8972,0,2.8331,2.8972,0,push,push,push,Negative Class
100,641,0.15600624,30,1.33,1.33,0.27179,2.9561,0,0.27179,2.9561,0,0.27179,2.9561,0,push,push,push,Negative Class
100,642,0.15576324,30,1.33,1.33,0.325,7.5542,0,0.325,7.5542,0,0.325,7.5542,0,push,push,push,Negative Class
100,643,0.155520995,30,1.33,1.33,0.26026,3.015,0,0.26026,3.015,0,0.26026,3.015,0,push,push,push,Negative Class
100,644,0.155279503,30,1.33,1.33,0.2372,3.1329,0,0.2372,3.1329,0,0.2372,3.1329,0,push,push,push,Negative Class
100,645,0.15503876,30,1.33,1.33,0.22568,3.1919,0,0.22568,3.1919,0,0.22568,3.1919,0,push,push,push,Negative Class
100,646,0.154798762,30,1.33,1.33,1.215,1.8434,0,1.215,1.8434,0,1.215,1.8434,0,push,push,push,Negative Class
100,647,0.154559505,30,1.33,1.33,1.1601,1.8401,0,1.1601,1.8401,0,1.1601,1.8401,0,push,push,push,Negative Class
100,648,0.154320988,30,1.33,1.33,1.105,1.8369,0,1.105,1.8369,0,1.105,1.8369,0,push,push,push,Negative Class
100,649,0.154083205,30,1.33,1.33,1.0499,1.8336,0,1.0499,1.8336,0,1.0499,1.8336,0,push,push,push,Negative Class
100,650,0.153846154,30,1.33,1.33,1.0499,1.8336,0,1.0499,1.8336,0,1.0499,1.8336,0,push,push,push,Negative Class
81,800,0.10125,31,1,1,1.45,0,0,0.15352,4.9077,0,1.45,0,1,pull,push,lateral,Positive Class
81,700,0.115714286,31,1,1,1.45,0,0,0.131,4.0624,0,1.45,0,1,pull,push,lateral,Positive Class
76,700,0.108571429,31,1,1,1.45,0,0,0.131,4.0624,0,1.45,0,-1,pull,push,lateral,Positive Class
76,800,0.095,31,1,1,1.45,0,0,0.15352,4.9077,0,1.45,0,1,pull,push,lateral,Positive Class
81,700,0.115714286,31,1,1,1.45,0,0,1.45,0,1,0.131,4.0624,0,pull,lateral,push,Positive Class
76,800,0.095,31,1,1.33,1.45,0,0,0.15352,4.9077,0,1.45,0,1,pull,push,lateral,Positive Class
76,800,0.095,31,1.33,1.33,1.45,0,0,0.15352,4.9077,0,1.45,0,1,pull,push,lateral,Positive Class
81,700,0.115714286,31,1.33,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
81,800,0.10125,31,1,1,0.15352,4.9077,0,0.15352,4.9077,0,1.45,0,1,push,push,lateral,Negative Class
81,700,0.115714286,31,1,1,0.131,4.0624,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Negative Class
76,700,0.108571429,31,1,1,1.45,0,0,0.131,4.0624,0,1.45,0,0,pull,push,pull,Negative Class
76,800,0.095,31,1,1,1.45,0,0,1.45,0,0,1.45,0,1,push,push,lateral,Negative Class
81,700,0.115714286,31,1,1,1.45,0,0,1.45,0,0,0.131,4.0624,0,pull,pull,push,Negative Class
81,700,0.115714286,31,1,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
76,700,0.108571429,31,1,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,-1,push,push,lateral,Positive Class
76,700,0.108571429,31,1.33,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,-1,push,push,lateral,Positive Class
82,820,0.1,32,1,1,1.45,0,0,0.15966,5.0739,0,1.45,0,-1,pull,push,lateral,Positive Class
82,700,0.117142857,32,1,1,1.45,0,0,0.131,4.0624,0,1.45,0,1,pull,push,lateral,Positive Class
77,700,0.11,32,1,1,1.45,0,0,0.13301,4.2351,0,1.45,0,1,pull,push,lateral,Positive Class
77,800,0.09625,32,1,1,1.45,0,0,0.15352,4.9077,0,1.45,0,1,pull,push,lateral,Positive Class
82,700,0.117142857,32,1,1,1.45,0,0,1.45,0,1,0.131,4.0624,0,pull,lateral,push,Positive Class
77,800,0.09625,32,1,1.33,1.45,0,0,0.15352,4.9077,0,1.45,0,1,pull,push,lateral,Positive Class
77,800,0.09625,32,1.33,1.33,1.45,0,0,0.15352,4.9077,0,1.45,0,1,pull,push,lateral,Positive Class
82,700,0.117142857,32,1.33,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
82,820,0.1,32,1,1,0.15966,5.0739,0,0.15966,5.0739,0,1.45,0,-1,push,push,lateral,Negative Class
82,700,0.117142857,32,1,1,0.131,4.0624,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Negative Class
77,700,0.11,32,1,1,1.45,0,0,0.13301,4.2351,0,1.45,0,0,pull,push,pull,Negative Class
77,800,0.09625,32,1,1,1.45,0,0,1.45,0,0,1.45,0,1,push,push,lateral,Negative Class
82,700,0.117142857,32,1,1,1.45,0,0,1.45,0,0,0.131,4.0624,0,pull,pull,push,Negative Class
82,700,0.117142857,32,1,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
77,700,0.11,32,1,1.33,1.45,0,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Positive Class
77,700,0.11,32,1.33,1.33,1.45,0,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Positive Class
83,840,0.098809524,33,1,1,1.45,0,0,0.16267,5.2376,0,1.45,0,1,pull,push,lateral,Positive Class
83,700,0.118571429,33,1,1,1.45,0,0,0.131,4.0624,0,1.45,0,1,pull,push,lateral,Positive Class
78,700,0.111428571,33,1,1,1.45,0,0,0.13689,4.4056,0,1.45,0,-1,pull,push,lateral,Positive Class
78,800,0.0975,33,1,1,1.45,0,0,0.15352,4.9077,0,1.45,0,1,pull,push,lateral,Positive Class
83,700,0.118571429,33,1,1,1.45,0,0,1.45,0,1,0.131,4.0624,0,pull,lateral,push,Positive Class
78,800,0.0975,33,1,1.33,1.45,0,0,0.15352,4.9077,0,1.45,0,1,pull,push,lateral,Positive Class
78,800,0.0975,33,1.33,1.33,1.45,0,0,0.15352,4.9077,0,1.45,0,1,pull,push,lateral,Positive Class
83,700,0.118571429,33,1.33,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
83,840,0.098809524,33,1,1,0.16267,5.2376,0,0.16267,5.2376,0,1.45,0,1,push,push,lateral,Negative Class
83,700,0.118571429,33,1,1,0.131,4.0624,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Negative Class
78,700,0.111428571,33,1,1,1.45,0,0,0.13689,4.4056,0,1.45,0,0,pull,push,pull,Negative Class
78,800,0.0975,33,1,1,1.45,0,0,1.45,0,0,1.45,0,1,push,push,lateral,Negative Class
83,700,0.118571429,33,1,1,1.45,0,0,1.45,0,0,0.131,4.0624,0,pull,pull,push,Negative Class
83,700,0.118571429,33,1,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
78,700,0.111428571,33,1,1.33,1.45,0,0,0.13689,4.4056,0,1.45,0,-1,push,push,lateral,Positive Class
78,700,0.111428571,33,1.33,1.33,1.45,0,0,0.13689,4.4056,0,1.45,0,-1,push,push,lateral,Positive Class
84,860,0.097674419,34,1,1,1.45,0,0,0.16549,5.4012,0,1.45,0,-1,pull,push,lateral,Positive Class
84,700,0.12,34,1,1,1.45,0,0,0.131,4.0624,0,1.45,0,1,pull,push,lateral,Positive Class
79,700,0.112857143,34,1,1,1.45,0,0,0.14123,4.5752,0,1.45,0,1,pull,push,lateral,Positive Class
79,800,0.09875,34,1,1,1.45,0,0,0.15352,4.9077,0,1.45,0,1,pull,push,lateral,Positive Class
84,700,0.12,34,1,1,1.45,0,0,1.45,0,1,0.131,4.0624,0,pull,lateral,push,Positive Class
79,800,0.09875,34,1,1.33,1.45,0,0,0.15352,4.9077,0,1.45,0,1,pull,push,lateral,Positive Class
79,800,0.09875,34,1.33,1.33,1.45,0,0,0.15352,4.9077,0,1.45,0,1,pull,push,lateral,Positive Class
84,700,0.12,34,1.33,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
84,860,0.097674419,34,1,1,0.16549,5.4012,0,0.16549,5.4012,0,1.45,0,-1,push,push,lateral,Negative Class
84,700,0.12,34,1,1,0.131,4.0624,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Negative Class
79,700,0.112857143,34,1,1,1.45,0,0,0.14123,4.5752,0,1.45,0,0,pull,push,pull,Negative Class
79,800,0.09875,34,1,1,1.45,0,0,1.45,0,0,1.45,0,1,push,push,lateral,Negative Class
84,700,0.12,34,1,1,1.45,0,0,1.45,0,0,0.131,4.0624,0,pull,pull,push,Negative Class
84,700,0.12,34,1,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
79,700,0.112857143,34,1,1.33,1.45,0,0,0.14123,4.5752,0,1.45,0,1,push,push,lateral,Positive Class
79,700,0.112857143,34,1.33,1.33,1.45,0,0,0.14123,4.5752,0,1.45,0,1,push,push,lateral,Positive Class
85,880,0.096590909,35,1,1,1.45,0,0,0.16831,5.5648,0,1.45,0,1,pull,push,lateral,Positive Class
85,700,0.121428571,35,1,1,1.45,0,0,0.131,4.0624,0,1.45,0,1,pull,push,lateral,Positive Class
80,700,0.114285714,35,1,1,1.45,0,0,0.14737,4.7414,0,1.45,0,-1,pull,push,lateral,Positive Class
80,840,0.095238095,35,1,1,1.45,0,0,0.16267,5.2376,0,1.45,0,1,pull,push,lateral,Positive Class
85,700,0.121428571,35,1,1,1.45,0,0,1.45,0,1,0.131,4.0624,0,pull,lateral,push,Positive Class
80,840,0.095238095,35,1,1.33,1.45,0,0,0.16267,5.2376,0,1.45,0,1,pull,push,lateral,Positive Class
80,840,0.095238095,35,1.33,1.33,1.45,0,0,0.16267,5.2376,0,1.45,0,1,pull,push,lateral,Positive Class
85,700,0.121428571,35,1.33,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
85,880,0.096590909,35,1,1,0.16831,5.5648,0,0.16831,5.5648,0,1.45,0,1,push,push,lateral,Negative Class
85,700,0.121428571,35,1,1,0.131,4.0624,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Negative Class
80,700,0.114285714,35,1,1,1.45,0,0,0.14737,4.7414,0,1.45,0,0,pull,push,pull,Negative Class
80,840,0.095238095,35,1,1,1.45,0,0,1.45,0,0,1.45,0,1,push,push,lateral,Negative Class
85,700,0.121428571,35,1,1,1.45,0,0,1.45,0,0,0.131,4.0624,0,pull,pull,push,Negative Class
85,700,0.121428571,35,1,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
80,700,0.114285714,35,1,1.33,1.45,0,0,0.14737,4.7414,0,1.45,0,-1,push,push,lateral,Positive Class
80,700,0.114285714,35,1.33,1.33,1.45,0,0,0.14737,4.7414,0,1.45,0,-1,push,push,lateral,Positive Class
86,900,0.095555556,36,1,1,1.45,0,0,0.17435,5.7227,0,1.45,0,-1,pull,push,lateral,Positive Class
86,700,0.122857143,36,1,1,1.45,0,0,0.131,4.0624,0,1.45,0,1,pull,push,lateral,Positive Class
81,700,0.115714286,36,1,1,1.45,0,0,0.15352,4.9077,0,1.45,0,1,pull,push,lateral,Positive Class
81,840,0.096428571,36,1,1,1.45,0,0,0.16267,5.2376,0,1.45,0,1,pull,push,lateral,Positive Class
86,700,0.122857143,36,1,1,1.45,0,0,1.45,0,1,0.131,4.0624,0,pull,lateral,push,Positive Class
81,840,0.096428571,36,1,1.33,1.45,0,0,0.16267,5.2376,0,1.45,0,1,pull,push,lateral,Positive Class
81,840,0.096428571,36,1.33,1.33,1.45,0,0,0.16267,5.2376,0,1.45,0,1,pull,push,lateral,Positive Class
86,700,0.122857143,36,1.33,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
86,900,0.095555556,36,1,1,0.17435,5.7227,0,0.17435,5.7227,0,1.45,0,-1,push,push,lateral,Negative Class
86,700,0.122857143,36,1,1,0.131,4.0624,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Negative Class
81,700,0.115714286,36,1,1,1.45,0,0,0.15352,4.9077,0,1.45,0,0,pull,push,pull,Negative Class
81,840,0.096428571,36,1,1,1.45,0,0,1.45,0,0,1.45,0,1,push,push,lateral,Negative Class
86,700,0.122857143,36,1,1,1.45,0,0,1.45,0,0,0.131,4.0624,0,pull,pull,push,Negative Class
86,700,0.122857143,36,1,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
81,700,0.115714286,36,1,1.33,1.45,0,0,0.15352,4.9077,0,1.45,0,1,push,push,lateral,Positive Class
81,700,0.115714286,36,1.33,1.33,1.45,0,0,0.15352,4.9077,0,1.45,0,1,push,push,lateral,Positive Class
87,920,0.094565217,37,1,1,1.45,0,0,0.18522,5.8721,0,1.45,0,1,pull,push,lateral,Positive Class
87,700,0.124285714,37,1,1,1.45,0,0,0.131,4.0624,0,1.45,0,1,pull,push,lateral,Positive Class
82,700,0.117142857,37,1,1,1.45,0,0,0.15966,5.0739,0,1.45,0,-1,pull,push,lateral,Positive Class
82,840,0.097619048,37,1,1,1.45,0,0,0.16267,5.2376,0,1.45,0,1,pull,push,lateral,Positive Class
87,700,0.124285714,37,1,1,1.45,0,0,1.45,0,1,0.131,4.0624,0,pull,lateral,push,Positive Class
82,840,0.097619048,37,1,1.33,1.45,0,0,0.16267,5.2376,0,1.45,0,1,pull,push,lateral,Positive Class
82,840,0.097619048,37,1.33,1.33,1.45,0,0,0.16267,5.2376,0,1.45,0,1,pull,push,lateral,Positive Class
87,700,0.124285714,37,1.33,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
87,920,0.094565217,37,1,1,0.18522,5.8721,0,0.18522,5.8721,0,1.45,0,1,push,push,lateral,Negative Class
87,700,0.124285714,37,1,1,0.131,4.0624,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Negative Class
82,700,0.117142857,37,1,1,1.45,0,0,0.15966,5.0739,0,1.45,0,0,pull,push,pull,Negative Class
82,840,0.097619048,37,1,1,1.45,0,0,1.45,0,0,1.45,0,1,push,push,lateral,Negative Class
87,700,0.124285714,37,1,1,1.45,0,0,1.45,0,0,0.131,4.0624,0,pull,pull,push,Negative Class
87,700,0.124285714,37,1,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
82,700,0.117142857,37,1,1.33,1.45,0,0,0.15966,5.0739,0,1.45,0,-1,push,push,lateral,Positive Class
82,700,0.117142857,37,1.33,1.33,1.45,0,0,0.15966,5.0739,0,1.45,0,-1,push,push,lateral,Positive Class
88,940,0.093617021,38,1,1,1.45,0,0,0.19609,6.0214,0,1.45,0,-1,pull,push,lateral,Positive Class
88,700,0.125714286,38,1,1,1.45,0,0,0.131,4.0624,0,1.45,0,1,pull,push,lateral,Positive Class
83,700,0.118571429,38,1,1,1.45,0,0,0.16267,5.2376,0,1.45,0,1,pull,push,lateral,Positive Class
83,840,0.098809524,38,1,1,1.45,0,0,0.16267,5.2376,0,1.45,0,1,pull,push,lateral,Positive Class
88,700,0.125714286,38,1,1,1.45,0,0,1.45,0,1,0.131,4.0624,0,pull,lateral,push,Positive Class
83,840,0.098809524,38,1,1.33,1.45,0,0,0.16267,5.2376,0,1.45,0,1,pull,push,lateral,Positive Class
83,840,0.098809524,38,1.33,1.33,1.45,0,0,0.16267,5.2376,0,1.45,0,1,pull,push,lateral,Positive Class
88,700,0.125714286,38,1.33,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
88,940,0.093617021,38,1,1,0.19609,6.0214,0,0.19609,6.0214,0,1.45,0,-1,push,push,lateral,Negative Class
88,700,0.125714286,38,1,1,0.131,4.0624,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Negative Class
83,700,0.118571429,38,1,1,1.45,0,0,0.16267,5.2376,0,1.45,0,0,pull,push,pull,Negative Class
83,840,0.098809524,38,1,1,1.45,0,0,1.45,0,0,1.45,0,1,push,push,lateral,Negative Class
88,700,0.125714286,38,1,1,1.45,0,0,1.45,0,0,0.131,4.0624,0,pull,pull,push,Negative Class
88,700,0.125714286,38,1,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
83,700,0.118571429,38,1,1.33,1.45,0,0,0.16267,5.2376,0,1.45,0,1,push,push,lateral,Positive Class
83,700,0.118571429,38,1.33,1.33,1.45,0,0,0.16267,5.2376,0,1.45,0,1,push,push,lateral,Positive Class
89,960,0.092708333,39,1,1,1.45,0,0,0.20696,6.1708,0,1.45,0,1,pull,push,lateral,Positive Class
89,700,0.127142857,39,1,1,1.45,0,0,0.131,4.0624,0,1.45,0,1,pull,push,lateral,Positive Class
84,700,0.12,39,1,1,1.45,0,0,0.16549,5.4012,0,1.45,0,-1,pull,push,lateral,Positive Class
84,840,0.1,39,1,1,1.45,0,0,0.16267,5.2376,0,1.45,0,1,pull,push,lateral,Positive Class
89,700,0.127142857,39,1,1,1.45,0,0,1.45,0,1,0.131,4.0624,0,pull,lateral,push,Positive Class
89,720,0.134722222,39,1,1,1.45,0,0,1.45,0,1,0.13301,4.2351,0,pull,lateral,push,Positive Class
84,840,0.1,39,1,1.33,1.45,0,0,0.16267,5.2376,0,1.45,0,1,pull,push,lateral,Positive Class
84,840,0.1,39,1.33,1.33,1.45,0,0,0.16267,5.2376,0,1.45,0,1,pull,push,lateral,Positive Class
89,700,0.127142857,39,1.33,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
89,960,0.092708333,39,1,1,0.20696,6.1708,0,0.20696,6.1708,0,1.45,0,1,push,push,lateral,Negative Class
89,700,0.127142857,39,1,1,0.131,4.0624,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Negative Class
84,700,0.12,39,1,1,1.45,0,0,0.16549,5.4012,0,1.45,0,0,pull,push,pull,Negative Class
84,840,0.1,39,1,1,1.45,0,0,1.45,0,0,1.45,0,1,push,push,lateral,Negative Class
89,700,0.127142857,39,1,1,1.45,0,0,1.45,0,0,0.131,4.0624,0,pull,pull,push,Negative Class
89,720,0.134722222,39,1,1,1.45,0,0,1.45,0,0,0.13301,4.2351,0,pull,pull,push,Negative Class
89,700,0.127142857,39,1,1.33,1.45,0,0,0.131,4.0624,0,1.45,0,1,push,push,lateral,Positive Class
84,700,0.12,39,1,1.33,1.45,0,0,0.16549,5.4012,0,1.45,0,-1,push,push,lateral,Positive Class
84,700,0.12,39,1.33,1.33,1.45,0,0,0.16549,5.4012,0,1.45,0,-1,push,push,lateral,Positive Class
90,980,0.091836735,40,1,1,1.45,0,0,0.21783,6.3201,0,1.45,0,-1,pull,push,lateral,Positive Class
90,720,0.125,40,1,1,1.45,0,0,0.13301,4.2351,0,1.45,0,1,pull,push,lateral,Positive Class
100,800,0.125,40,1,1,1.45,0,0.5,0.15352,4.9077,0,1.45,0,0,lateral,push,pull,Positive Class
100,800,0.125,40,1,1,1.45,0,0.5,0.15352,4.9077,0,1.45,0,0,lateral,push,pull,Positive Class
100,800,0.125,40,1,1,1.45,0,0.5,0.15352,4.9077,0,1.45,0,0,lateral,push,pull,Positive Class
100,800,0.125,40,1,1,1.45,0,0.5,0.15352,4.9077,0,1.45,0,0,lateral,push,pull,Positive Class
100,800,0.125,40,1,1,1.45,0,0.5,0.15352,4.9077,0,1.45,0,0,lateral,push,pull,Positive Class
100,840,0.119047619,40,1,1,1.45,0,0.5,0.16267,5.2376,0,1.45,0,0,lateral,push,pull,Positive Class
100,840,0.119047619,40,1,1,1.45,0,0.5,0.16267,5.2376,0,1.45,0,0,lateral,push,pull,Positive Class
100,840,0.119047619,40,1,1,1.45,0,0.5,0.16267,5.2376,0,1.45,0,0,lateral,push,pull,Positive Class
100,840,0.119047619,40,1,1,1.45,0,0.5,0.16267,5.2376,0,1.45,0,0,lateral,push,pull,Positive Class
100,840,0.119047619,40,1,1,1.45,0,0.5,0.16267,5.2376,0,1.45,0,0,lateral,push,pull,Positive Class
100,940,0.106382979,40,1,1,1.45,0,0.5,0.19609,6.0214,0,1.45,0,0,lateral,push,pull,Positive Class
85,720,0.118055556,40,1,1,1.45,0,0,0.16831,5.5648,0,1.45,0,1,pull,push,lateral,Positive Class
85,940,0.090425532,40,1,1,1.45,0,0,0.19609,6.0214,0,1.45,0,1,pull,push,lateral,Positive Class
90,720,0.125,40,1,1,1.45,0,0,1.45,0,1,0.13301,4.2351,0,pull,lateral,push,Positive Class
90,720,0.136111111,40,1,1,1.45,0,0,1.45,0,1,0.13301,4.2351,0,pull,lateral,push,Positive Class
100,800,0.125,40,1,1.33,1.45,0,0.5,0.15352,4.9077,0,1.45,0,0,lateral,push,pull,Positive Class
100,800,0.125,40,1,1.33,1.45,0,0.5,0.15352,4.9077,0,1.45,0,0,lateral,push,pull,Positive Class
100,800,0.125,40,1,1.33,1.45,0,0.5,0.15352,4.9077,0,1.45,0,0,lateral,push,pull,Positive Class
100,800,0.125,40,1,1.33,1.45,0,0.5,0.15352,4.9077,0,1.45,0,0,lateral,push,pull,Positive Class
100,800,0.125,40,1,1.33,1.45,0,0.5,0.15352,4.9077,0,1.45,0,0,lateral,push,pull,Positive Class
100,840,0.119047619,40,1,1.33,1.45,0,0.5,0.16267,5.2376,0,1.45,0,0,lateral,push,pull,Positive Class
100,840,0.119047619,40,1,1.33,1.45,0,0.5,0.16267,5.2376,0,1.45,0,0,lateral,push,pull,Positive Class
100,840,0.119047619,40,1,1.33,1.45,0,0.5,0.16267,5.2376,0,1.45,0,0,lateral,push,pull,Positive Class
100,840,0.119047619,40,1,1.33,1.45,0,0.5,0.16267,5.2376,0,1.45,0,0,lateral,push,pull,Positive Class
100,840,0.119047619,40,1,1.33,1.45,0,0.5,0.16267,5.2376,0,1.45,0,0,lateral,push,pull,Positive Class
100,940,0.106382979,40,1,1.33,1.45,0,0.5,0.19609,6.0214,0,1.45,0,0,lateral,push,pull,Positive Class
85,940,0.090425532,40,1,1.33,1.45,0,0,0.19609,6.0214,0,1.45,0,1,pull,push,lateral,Positive Class
85,940,0.090425532,40,1.33,1.33,1.45,0,0,0.19609,6.0214,0,1.45,0,1,pull,push,lateral,Positive Class
100,800,0.125,40,1.33,1.33,1.45,0,0.5,0.15352,4.9077,0,1.45,0,0,lateral,push,pull,Positive Class
100,800,0.125,40,1.33,1.33,1.45,0,0.5,0.15352,4.9077,0,1.45,0,0,lateral,push,pull,Positive Class
