radius ,lambda,r/ lambda,Theta (incident angle),Background1 RI,Backgrnd2 RI,Ri1 of particle 1,Loss1 of particle 1,Kai1 of particle 1,Ri2 of particle 2,Loss2 of particle 2,Kai2 of particle 2,Ri3 of particle 3,Loss3 of particle 3,Kai3 of particle 3,Force F1,Force F2,Force F3,Class Label
100,800,0.125,40,1.33,1.33,1.45,0,0.5,0.15352,4.9077,0,1.45,0,0,lateral,push,pull,Positive Class
100,800,0.125,40,1.33,1.33,1.45,0,0.5,0.15352,4.9077,0,1.45,0,0,lateral,push,pull,Positive Class
100,800,0.125,40,1.33,1.33,1.45,0,0.5,0.15352,4.9077,0,1.45,0,0,lateral,push,pull,Positive Class
100,840,0.119047619,40,1.33,1.33,1.45,0,0.5,0.16267,5.2376,0,1.45,0,0,lateral,push,pull,Positive Class
100,840,0.119047619,40,1.33,1.33,1.45,0,0.5,0.16267,5.2376,0,1.45,0,0,lateral,push,pull,Positive Class
100,840,0.119047619,40,1.33,1.33,1.45,0,0.5,0.16267,5.2376,0,1.45,0,0,lateral,push,pull,Positive Class
100,840,0.119047619,40,1.33,1.33,1.45,0,0.5,0.16267,5.2376,0,1.45,0,0,lateral,push,pull,Positive Class
100,840,0.119047619,40,1.33,1.33,1.45,0,0.5,0.16267,5.2376,0,1.45,0,0,lateral,push,pull,Positive Class
100,940,0.106382979,40,1.33,1.33,1.45,0,0.5,0.19609,6.0214,0,1.45,0,0,lateral,push,pull,Positive Class
90,720,0.125,40,1.33,1.33,1.45,0,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Positive Class
90,980,0.091836735,40,1,1,0.21783,6.3201,0,0.21783,6.3201,0,1.45,0,-1,push,push,lateral,Negative Class
90,720,0.125,40,1,1,0.13301,4.2351,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Negative Class
100,800,0.125,40,1,1,0.15352,4.9077,0,0.15352,4.9077,0,1.45,0,0,push,push,pull,Negative Class
100,800,0.125,40,1,1,0.15352,4.9077,0,0.15352,4.9077,0,1.45,0,0,push,push,pull,Negative Class
100,800,0.125,40,1,1,0.15352,4.9077,0,0.15352,4.9077,0,1.45,0,0,push,push,pull,Negative Class
100,800,0.125,40,1,1,0.15352,4.9077,0,0.15352,4.9077,0,1.45,0,0,push,push,pull,Negative Class
100,800,0.125,40,1,1,0.15352,4.9077,0,0.15352,4.9077,0,1.45,0,0,push,push,pull,Negative Class
100,840,0.119047619,40,1,1,0.16267,5.2376,0,0.16267,5.2376,0,1.45,0,0,push,push,pull,Negative Class
100,840,0.119047619,40,1,1,0.16267,5.2376,0,0.16267,5.2376,0,1.45,0,0,push,push,pull,Negative Class
100,840,0.119047619,40,1,1,0.16267,5.2376,0,0.16267,5.2376,0,1.45,0,0,push,push,pull,Negative Class
100,840,0.119047619,40,1,1,0.16267,5.2376,0,0.16267,5.2376,0,1.45,0,0,push,push,pull,Negative Class
100,840,0.119047619,40,1,1,0.16267,5.2376,0,0.16267,5.2376,0,1.45,0,0,push,push,pull,Negative Class
100,940,0.106382979,40,1,1,0.19609,6.0214,0,0.19609,6.0214,0,1.45,0,0,push,push,pull,Negative Class
85,720,0.118055556,40,1,1,1.45,0,0,0.16831,5.5648,0,1.45,0,0,pull,push,pull,Negative Class
85,940,0.090425532,40,1,1,1.45,0,0,1.45,0,0,1.45,0,1,push,push,lateral,Negative Class
90,720,0.125,40,1,1,1.45,0,0,1.45,0,0,0.13301,4.2351,0,pull,pull,push,Negative Class
90,720,0.136111111,40,1,1,1.45,0,0,1.45,0,0,0.13301,4.2351,0,pull,pull,push,Negative Class
90,720,0.125,40,1,1.33,1.45,0,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Positive Class
85,720,0.118055556,40,1,1.33,1.45,0,0,0.16831,5.5648,0,1.45,0,1,push,push,lateral,Positive Class
85,720,0.118055556,40,1.33,1.33,1.45,0,0,0.16831,5.5648,0,1.45,0,1,push,push,lateral,Positive Class
90,840,0.107142857,40,1,1,1.45,0.026,0,0.16267,5.2376,0,1.45,0,1,pull,push ,lateral,Positive Class
91,940,0.096808511,40,1,1,1.45,0.027,0,0.19609,6.0214,0,1.45,0,1,pull,push ,lateral,Positive Class
100,840,0.119047619,40,1,1,1.45,0,0,0.16267,5.2376,0,1.45,0,-0.5,pull,push ,lateral,Positive Class
100,940,0.106382979,40,1,1,1.45,0,0,0.19609,6.0214,0,1.45,0,-0.4,pull,push ,lateral,Positive Class
100,800,0.125,40,1,1,1.45,0,0,1.45,0,0,1.45,0,0,push,push,push,Negative Class
100,800,0.125,40,1,1,1.45,0,0,1.45,0,0,1.45,0,0,push,push,push,Negative Class
100,800,0.125,40,1,1,1.45,0,0,1.45,0,0,1.45,0,0,push,push,push,Negative Class
100,800,0.125,40,1,1,1.45,0,0,1.45,0,0,1.45,0.001,0,push,push,push,Negative Class
100,800,0.125,40,1,1,1.45,0,0,1.45,0,0,1.45,0.002,0,push,push,push,Negative Class
100,840,0.119047619,40,1,1,1.45,0,0,1.45,0,0,1.45,0.003,0,push,push,push,Negative Class
100,840,0.119047619,40,1,1,1.45,0,0,1.45,0,0,1.45,0.001,0,push,push,push,Negative Class
100,840,0.119047619,40,1,1,1.45,0,0,1.45,0,0,1.45,0.001,0,push,push,push,Negative Class
100,840,0.119047619,40,1,1,1.45,0,0,1.45,0,0,1.45,0.002,0,push,push,push,Negative Class
100,840,0.119047619,40,1,1.33,1.45,0,0,1.45,0,0,1.45,0.001,0,push,push,push,Negative Class
100,940,0.106382979,40,1,1.33,1.45,0,0,1.45,0,0,1.45,0.001,0,push,push,push,Negative Class
100,680,0.147058824,40,1,1,0.16,3.8,0,0.045444,4.6447,0,0.21544,3.9556,1,push,push,push,Negative Class
100,680,0.147058824,40,1,1,0.16,3.8,0,0.045444,4.6447,0,0.21544,3.9556,1,push,push,push,Negative Class
100,680,0.147058824,40,1,1,0.16,3.8,0,0.045444,4.6447,0,0.21544,3.9556,1,push,push,push,Negative Class
100,680,0.147058824,40,1,1,0.16,3.8,0,0.045444,4.6447,0,0.21544,3.9556,1,push,push,push,Negative Class
100,700,0.142857143,40,1,1,0.16,3.8,0,0.041,4.8025,0,0.211,4.1592,1,push,push,push,Negative Class
95,700,0.135714286,40,1,1,0.16,3.8,0,0.041,4.8025,0,0.211,4.1592,1,push,push,push,Negative Class
95,700,0.135714286,40,1,1,0.16,3.8,0,0.041,4.8025,0,0.211,4.1592,1,push,push,push,Negative Class
95,700,0.135714286,40,1,1,0.16,3.8,0,0.041,4.8025,0,0.211,4.1592,1,push,push,push,Negative Class
100,700,0.142857143,40,1,1,0.16,3.8,0,0.041,4.8025,0,0.211,4.1592,1,push,push,push,Negative Class
100,700,0.142857143,40,1,1.33,0.16,3.8,0,0.041,4.8025,0,0.211,4.1592,1,push,push,push,Negative Class
100,730,0.136986301,40,1,1.33,0.164,4.357,0,0.035049,5.038,0,0.22485,4.4328,1,push,push,push,Negative Class
100,700,0.142857143,40,1,1,1.45,0,0.5,1.45,0,0.2,1.45,0,0.1,lateral,lateral,lateral,Negative Class
100,700,0.142857143,40,1,1.33,1.45,0,0.5,1.45,0,0.2,1.45,0,0.2,lateral,lateral,lateral,Negative Class
100,730,0.136986301,40,1,1.33,1.45,0,0.5,1.45,0,0.2,1.45,0,0.2,lateral,lateral,lateral,Negative Class
91,1000,0.091,41,1,1,1.45,0,0,0.22769,6.4731,0,1.45,0,1,pull,push,lateral,Positive Class
91,720,0.126388889,41,1,1,1.45,0,0,0.13301,4.2351,0,1.45,0,1,pull,push,lateral,Positive Class
86,720,0.119444444,41,1,1,1.45,0,0,0.17435,5.7227,0,1.45,0,-1,pull,push,lateral,Positive Class
86,940,0.091489362,41,1,1,1.45,0,0,0.19609,6.0214,0,1.45,0,1,pull,push,lateral,Positive Class
91,720,0.126388889,41,1,1,1.45,0,0,1.45,0,1,0.13301,4.2351,0,pull,lateral,push,Positive Class
91,720,0.1375,41,1,1,1.45,0,0,1.45,0,1,0.13301,4.2351,0,pull,lateral,push,Positive Class
86,940,0.091489362,41,1,1.33,1.45,0,0,0.19609,6.0214,0,1.45,0,1,pull,push,lateral,Positive Class
86,940,0.091489362,41,1.33,1.33,1.45,0,0,0.19609,6.0214,0,1.45,0,1,pull,push,lateral,Positive Class
91,720,0.126388889,41,1.33,1.33,1.45,0,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Positive Class
91,1000,0.091,41,1,1,0.22769,6.4731,0,0.22769,6.4731,0,1.45,0,1,push,push,lateral,Negative Class
91,720,0.126388889,41,1,1,0.13301,4.2351,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Negative Class
86,720,0.119444444,41,1,1,1.45,0,0,0.17435,5.7227,0,1.45,0,0,pull,push,pull,Negative Class
86,940,0.091489362,41,1,1,1.45,0,0,1.45,0,0,1.45,0,1,push,push,lateral,Negative Class
91,720,0.126388889,41,1,1,1.45,0,0,1.45,0,0,0.13301,4.2351,0,pull,pull,push,Negative Class
91,720,0.1375,41,1,1,1.45,0,0,1.45,0,0,0.13301,4.2351,0,pull,pull,push,Negative Class
91,720,0.126388889,41,1,1.33,1.45,0,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Positive Class
86,720,0.119444444,41,1,1.33,1.45,0,0,0.17435,5.7227,0,1.45,0,-1,push,push,lateral,Positive Class
86,720,0.119444444,41,1.33,1.33,1.45,0,0,0.17435,5.7227,0,1.45,0,-1,push,push,lateral,Positive Class
92,1020,0.090196078,42,1,1,1.45,0,0,0.23731,6.6269,0,1.45,0,-1,pull,push,lateral,Positive Class
92,720,0.127777778,42,1,1,1.45,0,0,0.13301,4.2351,0,1.45,0,1,pull,push,lateral,Positive Class
87,720,0.120833333,42,1,1,1.45,0,0,0.18522,5.8721,0,1.45,0,1,pull,push,lateral,Positive Class
87,940,0.092553191,42,1,1,1.45,0,0,0.19609,6.0214,0,1.45,0,1,pull,push,lateral,Positive Class
92,720,0.127777778,42,1,1,1.45,0,0,1.45,0,1,0.13301,4.2351,0,pull,lateral,push,Positive Class
92,740,0.135135135,42,1,1,1.45,0,0,1.45,0,1,0.14123,4.5752,0,pull,lateral,push,Positive Class
87,940,0.092553191,42,1,1.33,1.45,0,0,0.19609,6.0214,0,1.45,0,1,pull,push,lateral,Positive Class
87,940,0.092553191,42,1.33,1.33,1.45,0,0,0.19609,6.0214,0,1.45,0,1,pull,push,lateral,Positive Class
92,720,0.127777778,42,1.33,1.33,1.45,0,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Positive Class
92,1020,0.090196078,42,1,1,0.23731,6.6269,0,0.23731,6.6269,0,1.45,0,-1,push,push,lateral,Negative Class
92,720,0.127777778,42,1,1,0.13301,4.2351,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Negative Class
87,720,0.120833333,42,1,1,1.45,0,0,0.18522,5.8721,0,1.45,0,0,pull,push,pull,Negative Class
87,940,0.092553191,42,1,1,1.45,0,0,1.45,0,0,1.45,0,1,push,push,lateral,Negative Class
92,720,0.127777778,42,1,1,1.45,0,0,1.45,0,0,0.13301,4.2351,0,pull,pull,push,Negative Class
92,740,0.135135135,42,1,1,1.45,0,0,1.45,0,0,0.14123,4.5752,0,pull,pull,push,Negative Class
92,720,0.127777778,42,1,1.33,1.45,0,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Positive Class
87,720,0.120833333,42,1,1.33,1.45,0,0,0.18522,5.8721,0,1.45,0,1,push,push,lateral,Positive Class
87,720,0.120833333,42,1.33,1.33,1.45,0,0,0.18522,5.8721,0,1.45,0,1,push,push,lateral,Positive Class
95,700,0.135714286,42,1,1,1.45,0,1,1.45,0,0.2,1.45,0,0.1,lateral,lateral,lateral,Negative Class
93,1040,0.089423077,43,1,1,1.45,0,0,0.24692,6.7808,0,1.45,0,1,pull,push,lateral,Positive Class
93,720,0.129166667,43,1,1,1.45,0,0,0.13301,4.2351,0,1.45,0,1,pull,push,lateral,Positive Class
88,720,0.122222222,43,1,1,1.45,0,0,0.19609,6.0214,0,1.45,0,-1,pull,push,lateral,Positive Class
88,940,0.093617021,43,1,1,1.45,0,0,0.19609,6.0214,0,1.45,0,1,pull,push,lateral,Positive Class
93,720,0.129166667,43,1,1,1.45,0,0,1.45,0,1,0.13301,4.2351,0,pull,lateral,push,Positive Class
93,740,0.136486486,43,1,1,1.45,0,0,1.45,0,1,0.14123,4.5752,0,pull,lateral,push,Positive Class
88,940,0.093617021,43,1,1.33,1.45,0,0,0.19609,6.0214,0,1.45,0,1,pull,push,lateral,Positive Class
88,940,0.093617021,43,1.33,1.33,1.45,0,0,0.19609,6.0214,0,1.45,0,1,pull,push,lateral,Positive Class
93,720,0.129166667,43,1.33,1.33,1.45,0,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Positive Class
93,1040,0.089423077,43,1,1,0.24692,6.7808,0,0.24692,6.7808,0,1.45,0,1,push,push,lateral,Negative Class
93,720,0.129166667,43,1,1,0.13301,4.2351,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Negative Class
88,720,0.122222222,43,1,1,1.45,0,0,0.19609,6.0214,0,1.45,0,0,pull,push,pull,Negative Class
88,940,0.093617021,43,1,1,1.45,0,0,1.45,0,0,1.45,0,1,push,push,lateral,Negative Class
93,720,0.129166667,43,1,1,1.45,0,0,1.45,0,0,0.13301,4.2351,0,pull,pull,push,Negative Class
93,740,0.136486486,43,1,1,1.45,0,0,1.45,0,0,0.14123,4.5752,0,pull,pull,push,Negative Class
93,720,0.129166667,43,1,1.33,1.45,0,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Positive Class
88,720,0.122222222,43,1,1.33,1.45,0,0,0.19609,6.0214,0,1.45,0,-1,push,push,lateral,Positive Class
88,720,0.122222222,43,1.33,1.33,1.45,0,0,0.19609,6.0214,0,1.45,0,-1,push,push,lateral,Positive Class
95,700,0.135714286,43,1,1,1.45,0,1,1.45,0,0.2,1.45,0,0.1,lateral,lateral,lateral,Negative Class
94,1060,0.088679245,44,1,1,1.45,0,0,0.25654,6.9346,0,1.45,0,-1,pull,push,lateral,Positive Class
94,720,0.130555556,44,1,1,1.45,0,0,0.13301,4.2351,0,1.45,0,1,pull,push,lateral,Positive Class
89,720,0.123611111,44,1,1,1.45,0,0,0.20696,6.1708,0,1.45,0,1,pull,push,lateral,Positive Class
89,940,0.094680851,44,1,1,1.45,0,0,0.22769,6.4731,0,1.45,0,1,pull,push,lateral,Positive Class
94,720,0.130555556,44,1,1,1.45,0,0,1.45,0,1,0.13301,4.2351,0,pull,lateral,push,Positive Class
94,740,0.137837838,44,1,1,1.45,0,0,1.45,0,1,0.14123,4.5752,0,pull,lateral,push,Positive Class
87,740,0.140540541,44,1,1,1.45,0,0,1.45,0,1,0.14123,4.5752,0,pull,lateral,push,Positive Class
89,940,0.094680851,44,1,1.33,1.45,0,0,0.22769,6.4731,0,1.45,0,1,pull,push,lateral,Positive Class
89,940,0.094680851,44,1.33,1.33,1.45,0,0,0.22769,6.4731,0,1.45,0,1,pull,push,lateral,Positive Class
94,720,0.130555556,44,1.33,1.33,1.45,0,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Positive Class
94,1060,0.088679245,44,1,1,0.25654,6.9346,0,0.25654,6.9346,0,1.45,0,-1,push,push,lateral,Negative Class
94,720,0.130555556,44,1,1,0.13301,4.2351,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Negative Class
89,720,0.123611111,44,1,1,1.45,0,0,0.20696,6.1708,0,1.45,0,0,pull,push,pull,Negative Class
89,940,0.094680851,44,1,1,1.45,0,0,1.45,0,0,1.45,0,1,push,push,lateral,Negative Class
94,720,0.130555556,44,1,1,1.45,0,0,1.45,0,0,0.13301,4.2351,0,pull,pull,push,Negative Class
94,740,0.137837838,44,1,1,1.45,0,0,1.45,0,0,0.14123,4.5752,0,pull,pull,push,Negative Class
87,740,0.140540541,44,1,1,1.45,0,0,1.45,0,0,0.14123,4.5752,0,pull,pull,push,Negative Class
94,720,0.130555556,44,1,1.33,1.45,0,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Positive Class
89,720,0.123611111,44,1,1.33,1.45,0,0,0.20696,6.1708,0,1.45,0,1,push,push,lateral,Positive Class
89,720,0.123611111,44,1.33,1.33,1.45,0,0,0.20696,6.1708,0,1.45,0,1,push,push,lateral,Positive Class
100,680,0.147058824,44,1,1.33,1.45,0,1,1.45,0,0.5,1.45,0,0.5,lateral,lateral,lateral,Negative Class
95,700,0.135714286,44,1,1,1.45,0,0.5,1.45,0,0.2,1.45,0,0.1,lateral,lateral,lateral,Negative Class
95,1080,0.087962963,45,1,1,1.45,0,0,0.26615,7.0885,0,1.45,0,1,pull,push,lateral,Positive Class
95,720,0.131944444,45,1,1,1.45,0,0,0.13301,4.2351,0,1.45,0,1,pull,push,lateral,Positive Class
100,940,0.106382979,45,1,1,1.45,0,0.5,0.19609,6.0214,0,1.45,0,0,lateral,push,pull,Positive Class
105,940,0.111702128,45,1,1,1.45,0,0.5,0.19609,6.0214,0,1.45,0,0,lateral,push,pull,Positive Class
105,940,0.111702128,45,1,1,1.45,0,0.5,0.19609,6.0214,0,1.45,0,0,lateral,push,pull,Positive Class
105,940,0.111702128,45,1,1,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1000,0.105,45,1,1,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1000,0.105,45,1,1,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1000,0.105,45,1,1,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1000,0.105,45,1,1,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1000,0.105,45,1,1,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1,1,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1,1,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1,1,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1,1,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1,1,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1,1,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
90,720,0.125,45,1,1,1.45,0,0,0.21783,6.3201,0,1.45,0,-1,pull,push,lateral,Positive Class
90,1000,0.09,45,1,1,1.45,0,0,0.22769,6.4731,0,1.45,0,1,pull,push,lateral,Positive Class
95,720,0.131944444,45,1,1,1.45,0,0,1.45,0,1,0.13301,4.2351,0,pull,lateral,push,Positive Class
86,740,0.139189189,45,1,1,1.45,0,0,1.45,0,1,0.14123,4.5752,0,pull,lateral,push,Positive Class
100,940,0.106382979,45,1,1.33,1.45,0,0.5,0.19609,6.0214,0,1.45,0,0,lateral,push,pull,Positive Class
105,940,0.111702128,45,1,1.33,1.45,0,0.5,0.19609,6.0214,0,1.45,0,0,lateral,push,pull,Positive Class
105,940,0.111702128,45,1,1.33,1.45,0,0.5,0.19609,6.0214,0,1.45,0,0,lateral,push,pull,Positive Class
105,940,0.111702128,45,1,1.33,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1000,0.105,45,1,1.33,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1000,0.105,45,1,1.33,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1000,0.105,45,1,1.33,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1000,0.105,45,1,1.33,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1000,0.105,45,1,1.33,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1,1.33,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1,1.33,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1,1.33,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1,1.33,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1,1.33,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1,1.33,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
90,1000,0.09,45,1,1.33,1.45,0,0,0.22769,6.4731,0,1.45,0,1,pull,push,lateral,Positive Class
90,1000,0.09,45,1.33,1.33,1.45,0,0,0.22769,6.4731,0,1.45,0,1,pull,push,lateral,Positive Class
100,940,0.106382979,45,1.33,1.33,1.45,0,0.5,0.19609,6.0214,0,1.45,0,0,lateral,push,pull,Positive Class
105,940,0.111702128,45,1.33,1.33,1.45,0,0.5,0.19609,6.0214,0,1.45,0,0,lateral,push,pull,Positive Class
105,940,0.111702128,45,1.33,1.33,1.45,0,0.5,0.19609,6.0214,0,1.45,0,0,lateral,push,pull,Positive Class
105,940,0.111702128,45,1.33,1.33,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1000,0.105,45,1.33,1.33,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1000,0.105,45,1.33,1.33,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1000,0.105,45,1.33,1.33,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1000,0.105,45,1.33,1.33,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1000,0.105,45,1.33,1.33,1.45,0,0.5,0.22769,6.4731,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1.33,1.33,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1.33,1.33,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1.33,1.33,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1.33,1.33,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1.33,1.33,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
105,1040,0.100961538,45,1.33,1.33,1.45,0,0.5,0.24692,6.7808,0,1.45,0,0,lateral,push,pull,Positive Class
95,720,0.131944444,45,1.33,1.33,1.45,0,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Positive Class
95,1080,0.087962963,45,1,1,0.26615,7.0885,0,0.26615,7.0885,0,1.45,0,1,push,push,lateral,Negative Class
95,720,0.131944444,45,1,1,0.13301,4.2351,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Negative Class
100,940,0.106382979,45,1,1,0.19609,6.0214,0,0.19609,6.0214,0,1.45,0,0,push,push,pull,Negative Class
105,940,0.111702128,45,1,1,0.19609,6.0214,0,0.19609,6.0214,0,1.45,0,0,push,push,pull,Negative Class
105,940,0.111702128,45,1,1,0.19609,6.0214,0,0.19609,6.0214,0,1.45,0,0,push,push,pull,Negative Class
105,940,0.111702128,45,1,1,0.22769,6.4731,0,0.22769,6.4731,0,1.45,0,0,push,push,pull,Negative Class
105,1000,0.105,45,1,1,0.22769,6.4731,0,0.22769,6.4731,0,1.45,0,0,push,push,pull,Negative Class
105,1000,0.105,45,1,1,0.22769,6.4731,0,0.22769,6.4731,0,1.45,0,0,push,push,pull,Negative Class
105,1000,0.105,45,1,1,0.22769,6.4731,0,0.22769,6.4731,0,1.45,0,0,push,push,pull,Negative Class
105,1000,0.105,45,1,1,0.22769,6.4731,0,0.22769,6.4731,0,1.45,0,0,push,push,pull,Negative Class
105,1000,0.105,45,1,1,0.22769,6.4731,0,0.22769,6.4731,0,1.45,0,0,push,push,pull,Negative Class
105,1040,0.100961538,45,1,1,0.24692,6.7808,0,0.24692,6.7808,0,1.45,0,0,push,push,pull,Negative Class
105,1040,0.100961538,45,1,1,0.24692,6.7808,0,0.24692,6.7808,0,1.45,0,0,push,push,pull,Negative Class
105,1040,0.100961538,45,1,1,0.24692,6.7808,0,0.24692,6.7808,0,1.45,0,0,push,push,pull,Negative Class
105,1040,0.100961538,45,1,1,0.24692,6.7808,0,0.24692,6.7808,0,1.45,0,0,push,push,pull,Negative Class
105,1040,0.100961538,45,1,1,0.24692,6.7808,0,0.24692,6.7808,0,1.45,0,0,push,push,pull,Negative Class
105,1040,0.100961538,45,1,1,0.24692,6.7808,0,0.24692,6.7808,0,1.45,0,0,push,push,pull,Negative Class
90,720,0.125,45,1,1,1.45,0,0,0.21783,6.3201,0,1.45,0,0,pull,push,pull,Negative Class
90,1000,0.09,45,1,1,1.45,0,0,1.45,0,0,1.45,0,1,push,push,lateral,Negative Class
95,720,0.131944444,45,1,1,1.45,0,0,1.45,0,0,0.13301,4.2351,0,pull,pull,push,Negative Class
86,740,0.139189189,45,1,1,1.45,0,0,1.45,0,0,0.14123,4.5752,0,pull,pull,push,Negative Class
95,720,0.131944444,45,1,1.33,1.45,0,0,0.13301,4.2351,0,1.45,0,1,push,push,lateral,Positive Class
90,720,0.125,45,1,1.33,1.45,0,0,0.21783,6.3201,0,1.45,0,-1,push,push,lateral,Positive Class
90,720,0.125,45,1.33,1.33,1.45,0,0,0.21783,6.3201,0,1.45,0,-1,push,push,lateral,Positive Class
100,700,0.142857143,45,1,1,1.45,0.001,0,0.16,3.8,0,1.45,0,1,pull,push ,lateral,Positive Class
100,705,0.141843972,45,1,1,1.45,0.002,0,0.161,4.08769,0,1.45,0,1,pull,push ,lateral,Positive Class
100,710,0.14084507,45,1,1,1.45,0.003,0,0.161,4.08769,0,1.45,0,1,pull,push ,lateral,Positive Class
100,715,0.13986014,45,1,1,1.45,0.004,0,0.161,4.08769,0,1.45,0,1,pull,push ,lateral,Positive Class
100,720,0.138888889,45,1,1,1.45,0.005,0,0.161,4.08769,0,1.45,0,1,pull,push ,lateral,Positive Class
100,770,0.12987013,45,1,1,1.45,0.015,0,0.17,4.61019,0,1.45,0,1,pull,push ,lateral,Positive Class
100,775,0.129032258,45,1,1,1.45,0.016,0,0.176,4.86,0,1.45,0,1,pull,push ,lateral,Positive Class
100,780,0.128205128,45,1,1,1.45,0.017,0,0.176,4.86,0,1.45,0,1,pull,push ,lateral,Positive Class
100,785,0.127388535,45,1,1,1.45,0.018,0,0.176,4.86,0,1.45,0,1,pull,push ,lateral,Positive Class
100,790,0.126582278,45,1,1,1.45,0.019,0,0.176,4.86,0,1.45,0,1,pull,push ,lateral,Positive Class
92,930,0.098924731,45,1,1,1.45,0.028,0,0.19065,5.9468,0,1.45,0,1,pull,push ,lateral,Positive Class
93,932,0.099785408,45,1,1,1.45,0.029,0,0.19065,5.9468,0,1.45,0,1,pull,push ,lateral,Positive Class
94,934,0.100642398,45,1,1,1.45,0.03,0,0.19337,5.9841,0,1.45,0,1,pull,push ,lateral,Positive Class
